chrom,start,end,coverage
chr1,155985000,155985500,28.9
chr1,155985500,155986000,28.1
chr1,155986000,155986500,27.5
chr1,155986500,155987000,30.1
chr1,155987000,155987500,28.3
chr1,155987500,155988000,29.1
chr1,155988000,155988500,27.5
chr1,155988500,155989000,30
chr1,155989000,155989500,27.1
chr1,155989500,155990000,30.5
chr1,155990000,155990500,30.5
chr1,155990500,155991000,29.5
chr1,155991000,155991500,27.1
chr1,155991500,155992000,28.8
chr1,155992000,155992500,29.8
chr1,155992500,155993000,28.8
chr1,155993000,155993500,28.8
chr1,155993500,155994000,31.6
chr1,155994000,155994500,32.6
chr1,155994500,155995000,32.7
chr1,155995000,155995500,28.2
chr1,155995500,155996000,28.8
chr1,155996000,155996500,31.5
chr1,155996500,155997000,28.2
chr1,155997000,155997500,29.3
chr1,155997500,155998000,32.6
chr1,155998000,155998500,30.5
chr1,155998500,155999000,31.3
chr1,155999000,155999500,32.9
chr1,155999500,156000000,31.6
chr1,156000000,156000500,30.8
chr1,156000500,156001000,28.6
chr1,156001000,156001500,32.5
chr1,156001500,156002000,32.2
chr1,156002000,156002500,27.1
chr1,156002500,156003000,27.5
chr1,156003000,156003500,30.2
chr1,156003500,156004000,32.1
chr1,156004000,156004500,30.5
chr1,156004500,156005000,29.7
chr1,156005000,156005500,30.2
chr1,156005500,156006000,28.7
chr1,156006000,156006500,30.4
chr1,156006500,156007000,32.6
chr1,156007000,156007500,32.5
chr1,156007500,156008000,31.9
chr1,156008000,156008500,28.2
chr1,156008500,156009000,31
chr1,156009000,156009500,30.9
chr1,156009500,156010000,32.1
chr1,156010000,156010500,28.6
chr1,156010500,156011000,29.8
chr1,156011000,156011500,30.2
chr1,156011500,156012000,30.5
chr1,156012000,156012500,30.1
chr1,156012500,156013000,31.4
chr1,156013000,156013500,32
chr1,156013500,156014000,27.3
chr1,156014000,156014500,27.7
chr1,156014500,156015000,31.5
chr1,156015000,156015500,31.8
chr1,156015500,156016000,30.2
chr1,156016000,156016500,30.2
chr1,156016500,156017000,30.4
chr1,156017000,156017500,28.1
chr1,156017500,156018000,28.4
chr1,156018000,156018500,27.9
chr1,156018500,156019000,29
chr1,156019000,156019500,32
chr1,156019500,156020000,31.2
chr1,156020000,156020500,30.8
chr1,156020500,156021000,31.9
chr1,156021000,156021500,32
chr1,156021500,156022000,29.8
chr1,156022000,156022500,29.7
chr1,156022500,156023000,30.5
chr1,156023000,156023500,28.4
chr1,156023500,156024000,29.9
chr1,156024000,156024500,32.4
chr1,156024500,156025000,31.8
chr1,156025000,156025500,29.6
chr1,156025500,156026000,27.6
chr1,156026000,156026500,28.7
chr1,156026500,156027000,29.4
chr1,156027000,156027500,32.3
chr1,156027500,156028000,32.2
chr1,156028000,156028500,28.6
chr1,156028500,156029000,32.3
chr1,156029000,156029500,32.5
chr1,156029500,156030000,31.9
chr1,156030000,156030500,27.1
chr1,156030500,156031000,30
chr1,156031000,156031500,29
chr1,156031500,156032000,32.2
chr1,156032000,156032500,27.5
chr1,156032500,156033000,31.7
chr1,156033000,156033500,29
chr1,156033500,156034000,30
chr1,156034000,156034500,32.8
chr1,156034500,156035000,31.5
chr1,156035000,156035500,31.6
chr1,156035500,156036000,31.9
chr1,156036000,156036500,30.1
chr1,156036500,156037000,27.2
chr1,156037000,156037500,27.1
chr1,156037500,156038000,32.2
chr1,156038000,156038500,28.8
chr1,156038500,156039000,29.9
chr1,156039000,156039500,30.3
chr1,156039500,156040000,27.1
chr1,156040000,156040500,31.3
chr1,156040500,156041000,29.3
chr1,156041000,156041500,29.8
chr1,156041500,156042000,28.4
chr1,156042000,156042500,31.1
chr1,156042500,156043000,30.2
chr1,156043000,156043500,29.3
chr1,156043500,156044000,30
chr1,156044000,156044500,27.6
chr1,156044500,156045000,27.7
chr1,156045000,156045500,31.4
chr1,156045500,156046000,29.9
chr1,156046000,156046500,30.1
chr1,156046500,156047000,29.5
chr1,156047000,156047500,30
chr1,156047500,156048000,29
chr1,156048000,156048500,32.1
chr1,156048500,156049000,31.4
chr1,156049000,156049500,27.5
chr1,156049500,156050000,30.9
chr1,156050000,156050500,29.6
chr1,156050500,156051000,28.5
chr1,156051000,156051500,27.6
chr1,156051500,156052000,29
chr1,156052000,156052500,27.9
chr1,156052500,156053000,31.9
chr1,156053000,156053500,32.9
chr1,156053500,156054000,28.6
chr1,156054000,156054500,32.9
chr1,156054500,156055000,28.3
chr1,156055000,156055500,30.5
chr1,156055500,156056000,28
chr1,156056000,156056500,29.7
chr1,156056500,156057000,33
chr1,156057000,156057500,32.3
chr1,156057500,156058000,30.9
chr1,156058000,156058500,28.8
chr1,156058500,156059000,28.6
chr1,156059000,156059500,28.3
chr1,156059500,156060000,29.5
chr1,156060000,156060500,30.4
chr1,156060500,156061000,32.7
chr1,156061000,156061500,27.2
chr1,156061500,156062000,30.8
chr1,156062000,156062500,32.4
chr1,156062500,156063000,30.8
chr1,156063000,156063500,27.3
chr1,156063500,156064000,28.1
chr1,156064000,156064500,27.4
chr1,156064500,156065000,29.7
chr1,156065000,156065500,32.1
chr1,156065500,156066000,31.1
chr1,156066000,156066500,27.8
chr1,156066500,156067000,31.6
chr1,156067000,156067500,29
chr1,156067500,156068000,30.3
chr1,156068000,156068500,28.3
chr1,156068500,156069000,32.3
chr1,156069000,156069500,27.5
chr1,156069500,156070000,32.1
chr1,156070000,156070500,32.9
chr1,156070500,156071000,27.6
chr1,156071000,156071500,27.5
chr1,156071500,156072000,32.2
chr1,156072000,156072500,28
chr1,156072500,156073000,28.6
chr1,156073000,156073500,27.2
chr1,156073500,156074000,31
chr1,156074000,156074500,30.9
chr1,156074500,156075000,29.7
chr1,156075000,156075500,29
chr1,156075500,156076000,30.7
chr1,156076000,156076500,28
chr1,156076500,156077000,29.9
chr1,156077000,156077500,30.9
chr1,156077500,156078000,29.4
chr1,156078000,156078500,32.4
chr1,156078500,156079000,31.2
chr1,156079000,156079500,27.7
chr1,156079500,156080000,31.7
chr1,156080000,156080500,32
chr1,156080500,156081000,32.8
chr1,156081000,156081500,27
chr1,156081500,156082000,27.8
chr1,156082000,156082500,29.6
chr1,156082500,156083000,31.2
chr1,156083000,156083500,30.7
chr1,156083500,156084000,32.3
chr1,156084000,156084500,32.3
chr1,156084500,156085000,31
chr1,156085000,156085500,29.5
chr1,156085500,156086000,31.1
chr1,156086000,156086500,30.2
chr1,156086500,156087000,29.9
chr1,156087000,156087500,31.7
chr1,156087500,156088000,29.1
chr1,156088000,156088500,31.4
chr1,156088500,156089000,30.5
chr1,156089000,156089500,31.3
chr1,156089500,156090000,28.3
chr1,156090000,156090500,32
chr1,156090500,156091000,32.2
chr1,156091000,156091500,28.1
chr1,156091500,156092000,30.3
chr1,156092000,156092500,30.4
chr1,156092500,156093000,30.8
chr1,156093000,156093500,29.2
chr1,156093500,156094000,30.7
chr1,156094000,156094500,27.8
chr1,156094500,156095000,30.6
chr1,156095000,156095500,27.1
chr1,156095500,156096000,30.7
chr1,156096000,156096500,31.6
chr1,156096500,156097000,29.4
chr1,156097000,156097500,31.5
chr1,156097500,156098000,29
chr1,156098000,156098500,28.8
chr1,156098500,156099000,27.6
chr1,156099000,156099500,30.3
chr1,156099500,156100000,28.1
chr1,156100000,156100500,30.2
chr1,156100500,156101000,28.4
chr1,156101000,156101500,28.6
chr1,156101500,156102000,27.5
chr1,156102000,156102500,32.4
chr1,156102500,156103000,27.7
chr1,156103000,156103500,28.1
chr1,156103500,156104000,27.7
chr1,156104000,156104500,28.5
chr1,156104500,156105000,30.6
chr1,156105000,156105500,27.6
chr1,156105500,156106000,30.2
chr1,156106000,156106500,31.9
chr1,156106500,156107000,30.1
chr1,156107000,156107500,27.7
chr1,156107500,156108000,27.7
chr1,156108000,156108500,28.5
chr1,156108500,156109000,28.5
chr1,156109000,156109500,32.2
chr1,156109500,156110000,27.5
chr1,156110000,156110500,29.8
chr1,156110500,156111000,24.2
chr1,156111000,156111500,22.1
chr1,156111500,156112000,14.1
chr1,156112000,156112500,12.9
chr1,156112500,156113000,15.7
chr1,156113000,156113500,14.4
chr1,156113500,156114000,14.8
chr1,156114000,156114500,14.2
chr1,156114500,156115000,16.6
chr1,156115000,156115500,17.9
chr1,156115500,156116000,17
chr1,156116000,156116500,14.9
chr1,156116500,156117000,14.1
chr1,156117000,156117500,16.4
chr1,156117500,156118000,12.5
chr1,156118000,156118500,12.7
chr1,156118500,156119000,17.2
chr1,156119000,156119500,14.7
chr1,156119500,156120000,17
chr1,156120000,156120500,12.5
chr1,156120500,156121000,17.1
chr1,156121000,156121500,14.1
chr1,156121500,156122000,13.9
chr1,156122000,156122500,17.8
chr1,156122500,156123000,12.4
chr1,156123000,156123500,17.2
chr1,156123500,156124000,15.5
chr1,156124000,156124500,16.8
chr1,156124500,156125000,12.2
chr1,156125000,156125500,17.9
chr1,156125500,156126000,16.7
chr1,156126000,156126500,16.6
chr1,156126500,156127000,17.1
chr1,156127000,156127500,12.9
chr1,156127500,156128000,16.3
chr1,156128000,156128500,16.5
chr1,156128500,156129000,17.1
chr1,156129000,156129500,15.3
chr1,156129500,156130000,17.9
chr1,156130000,156130500,15.8
chr1,156130500,156131000,16.2
chr1,156131000,156131500,14.6
chr1,156131500,156132000,15.4
chr1,156132000,156132500,13.7
chr1,156132500,156133000,13.6
chr1,156133000,156133500,12.7
chr1,156133500,156134000,16
chr1,156134000,156134500,14.4
chr1,156134500,156135000,16.7
chr1,156135000,156135500,13.1
chr1,156135500,156136000,12.5
chr1,156136000,156136500,14.3
chr1,156136500,156137000,16.5
chr1,156137000,156137500,12.3
chr1,156137500,156138000,15
chr1,156138000,156138500,13.6
chr1,156138500,156139000,14.4
chr1,156139000,156139500,15.1
chr1,156139500,156140000,18
chr1,156140000,156140500,15.2
chr1,156140500,156141000,12.1
chr1,156141000,156141500,12.3
chr1,156141500,156142000,14.2
chr1,156142000,156142500,17.5
chr1,156142500,156143000,18.7
chr1,156143000,156143500,22.9
chr1,156143500,156144000,30.7
chr1,156144000,156144500,29.3
chr1,156144500,156145000,31.1
chr1,156145000,156145500,27
chr1,156145500,156146000,29.8
chr1,156146000,156146500,29.5
chr1,156146500,156147000,30.8
chr1,156147000,156147500,31.8
chr1,156147500,156148000,32.6
chr1,156148000,156148500,30.5
chr1,156148500,156149000,30.7
chr1,156149000,156149500,27.6
chr1,156149500,156150000,30.8
chr1,156150000,156150500,29.4
chr1,156150500,156151000,32.2
chr1,156151000,156151500,28
chr1,156151500,156152000,30.3
chr1,156152000,156152500,31.6
chr1,156152500,156153000,33
chr1,156153000,156153500,31.4
chr1,156153500,156154000,31.5
chr1,156154000,156154500,31.3
chr1,156154500,156155000,31.5
chr1,156155000,156155500,28.9
chr1,156155500,156156000,31.1
chr1,156156000,156156500,27.3
chr1,156156500,156157000,30.2
chr1,156157000,156157500,32.6
chr1,156157500,156158000,28.3
chr1,156158000,156158500,30
chr1,156158500,156159000,31
chr1,156159000,156159500,30.8
chr1,156159500,156160000,32.7
chr1,156160000,156160500,31.2
chr1,156160500,156161000,31.6
chr1,156161000,156161500,32.9
chr1,156161500,156162000,31.7
chr1,156162000,156162500,27.4
chr1,156162500,156163000,27
chr1,156163000,156163500,28.3
chr1,156163500,156164000,30.2
chr1,156164000,156164500,30.1
chr1,156164500,156165000,32.9
chr1,156165000,156165500,30.6
chr1,156165500,156166000,30.9
chr1,156166000,156166500,27.9
chr1,156166500,156167000,28.4
chr1,156167000,156167500,28.3
chr1,156167500,156168000,28.7
chr1,156168000,156168500,31.5
chr1,156168500,156169000,32.5
chr1,156169000,156169500,30.4
chr1,156169500,156170000,27.1
chr1,156170000,156170500,27.5
chr1,156170500,156171000,28.9
chr1,156171000,156171500,29.7
chr1,156171500,156172000,32.7
chr1,156172000,156172500,29.8
chr1,156172500,156173000,29.2
chr1,156173000,156173500,27.4
chr1,156173500,156174000,32.8
chr1,156174000,156174500,32.2
chr1,156174500,156175000,29.5
chr1,156175000,156175500,31.9
chr1,156175500,156176000,28.1
chr1,156176000,156176500,27
chr1,156176500,156177000,27.4
chr1,156177000,156177500,31.4
chr1,156177500,156178000,32.9
chr1,156178000,156178500,27.5
chr1,156178500,156179000,31.2
chr1,156179000,156179500,30.4
chr1,156179500,156180000,28.3
chr1,156180000,156180500,29
chr1,156180500,156181000,28.4
chr1,156181000,156181500,32
chr1,156181500,156182000,27.9
chr1,156182000,156182500,32.1
chr1,156182500,156183000,32.5
chr1,156183000,156183500,29.1
chr1,156183500,156184000,27.7
chr1,156184000,156184500,28.5
chr1,156184500,156185000,27.7
chr1,156185000,156185500,30.6
chr1,156185500,156186000,32
chr1,156186000,156186500,27.7
chr1,156186500,156187000,32.2
chr1,156187000,156187500,31.4
chr1,156187500,156188000,29.2
chr1,156188000,156188500,31
chr1,156188500,156189000,33
chr1,156189000,156189500,27.4
chr1,156189500,156190000,28.2
chr1,156190000,156190500,29.8
chr1,156190500,156191000,32.7
chr1,156191000,156191500,32.4
chr1,156191500,156192000,32.6
chr1,156192000,156192500,30
chr1,156192500,156193000,30.7
chr1,156193000,156193500,28.8
chr1,156193500,156194000,30.7
chr1,156194000,156194500,27.7
chr1,156194500,156195000,31.2
chr1,156195000,156195500,32.7
chr1,156195500,156196000,31.9
chr1,156196000,156196500,30.3
chr1,156196500,156197000,29
chr1,156197000,156197500,27.5
chr1,156197500,156198000,32.2
chr1,156198000,156198500,30.9
chr1,156198500,156199000,27.3
chr1,156199000,156199500,31.6
chr1,156199500,156200000,29.1
chr1,156200000,156200500,32.3
chr1,156200500,156201000,27.9
chr1,156201000,156201500,27.2
chr1,156201500,156202000,31.4
chr1,156202000,156202500,31.8
chr1,156202500,156203000,32.6
chr1,156203000,156203500,27.1
chr1,156203500,156204000,31.8
chr1,156204000,156204500,31.5
chr1,156204500,156205000,30.2
chr1,156205000,156205500,32.3
chr1,156205500,156206000,29.6
chr1,156206000,156206500,32.7
chr1,156206500,156207000,28.9
chr1,156207000,156207500,28.2
chr1,156207500,156208000,32.8
chr1,156208000,156208500,27.9
chr1,156208500,156209000,30.9
chr1,156209000,156209500,28.3
chr1,156209500,156210000,30.3
chr1,156210000,156210500,28.1
chr1,156210500,156211000,32.6
chr1,156211000,156211500,30.2
chr1,156211500,156212000,29.6
chr1,156212000,156212500,30.2
chr1,156212500,156213000,30.9
chr1,156213000,156213500,31.7
chr1,156213500,156214000,28.8
chr1,156214000,156214500,30.7
chr1,156214500,156215000,32.3
chr1,156215000,156215500,29.2
chr1,156215500,156216000,29.5
chr1,156216000,156216500,32.4
chr1,156216500,156217000,29
chr1,156217000,156217500,28.4
chr1,156217500,156218000,30.1
chr1,156218000,156218500,28.7
chr1,156218500,156219000,30.1
chr1,156219000,156219500,29
chr1,156219500,156220000,27.2
chr1,156220000,156220500,29.3
chr1,156220500,156221000,27.3
chr1,156221000,156221500,32.4
chr1,156221500,156222000,27.7
chr1,156222000,156222500,29.7
chr1,156222500,156223000,32
chr1,156223000,156223500,27.5
chr1,156223500,156224000,29.8
chr1,156224000,156224500,31
chr1,156224500,156225000,29.4
chr1,156225000,156225500,31.7
chr1,156225500,156226000,31.6
chr1,156226000,156226500,31.7
chr1,156226500,156227000,31.5
chr1,156227000,156227500,31.8
chr1,156227500,156228000,27.2
chr1,156228000,156228500,32.9
chr1,156228500,156229000,27.7
chr1,156229000,156229500,28
chr1,156229500,156230000,31.8
chr1,156230000,156230500,27.4
chr1,156230500,156231000,27.1
chr1,156231000,156231500,31.2
chr1,156231500,156232000,28
chr1,156232000,156232500,28.4
chr1,156232500,156233000,27.5
chr1,156233000,156233500,28.7
chr1,156233500,156234000,31
chr1,156234000,156234500,31.7
chr1,156234500,156235000,27.3
chr1,156235000,156235500,30.6
chr1,156235500,156236000,28
chr1,156236000,156236500,32.8
chr1,156236500,156237000,29.7
chr1,156237000,156237500,32
chr1,156237500,156238000,27.6
chr1,156238000,156238500,32.7
chr1,156238500,156239000,32.7
chr1,156239000,156239500,31
chr1,156239500,156240000,30.8
chr1,156240000,156240500,29.7
chr1,156240500,156241000,29.3
chr1,156241000,156241500,28
chr1,156241500,156242000,29.1
chr1,156242000,156242500,27.7
chr1,156242500,156243000,32.9
chr1,156243000,156243500,27.5
chr1,156243500,156244000,27.4
chr1,156244000,156244500,30.7
chr1,156244500,156245000,31.4
chr1,156245000,156245500,32.3
chr1,156245500,156246000,31.9
chr1,156246000,156246500,31.6
chr1,156246500,156247000,27.7
chr1,156247000,156247500,29.5
chr1,156247500,156248000,29.1
chr1,156248000,156248500,32.3
chr1,156248500,156249000,31.2
chr1,156249000,156249500,31.1
chr1,156249500,156250000,30.6
chr1,156250000,156250500,32.7
chr1,156250500,156251000,31.4
chr1,156251000,156251500,29.2
chr1,156251500,156252000,32.8
chr1,156252000,156252500,31.3
chr1,156252500,156253000,32.2
chr1,156253000,156253500,30.1
chr1,156253500,156254000,30
chr1,156254000,156254500,28.5
chr1,156254500,156255000,29.1
chr1,156255000,156255500,30.7
chr1,156255500,156256000,27.3
chr1,156256000,156256500,32.6
chr1,156256500,156257000,30.5
chr1,156257000,156257500,30.4
chr1,156257500,156258000,30.2
chr1,156258000,156258500,27.5
chr1,156258500,156259000,31.8
chr1,156259000,156259500,29.6
chr1,156259500,156260000,31.8
chr1,156260000,156260500,28.6
chr1,156260500,156261000,27.6
chr1,156261000,156261500,32.8
chr1,156261500,156262000,30.5
chr1,156262000,156262500,29.2
chr1,156262500,156263000,31.7
chr1,156263000,156263500,32.9
chr1,156263500,156264000,27
chr1,156264000,156264500,28.8
chr1,156264500,156265000,28.4
chr1,156265000,156265500,32.2
chr1,156265500,156266000,27.3
chr1,156266000,156266500,32.7
chr1,156266500,156267000,27.8
chr1,156267000,156267500,27.7
chr1,156267500,156268000,32.4
chr1,156268000,156268500,27.5
chr1,156268500,156269000,27.8
chr1,156269000,156269500,32.8
chr1,156269500,156270000,32.9
chr1,156270000,156270500,27
chr1,156270500,156271000,31.4
chr1,156271000,156271500,32
chr1,156271500,156272000,29
chr1,156272000,156272500,28.6
chr1,156272500,156273000,31.8
chr1,156273000,156273500,28.4
chr1,156273500,156274000,32.8
chr1,156274000,156274500,31.2
chr1,156274500,156275000,29
chr1,156275000,156275500,27.8
chr1,156275500,156276000,27.7
chr1,156276000,156276500,29.6
chr1,156276500,156277000,32.2
chr1,156277000,156277500,32.6
chr1,156277500,156278000,30
chr1,156278000,156278500,31.4
chr1,156278500,156279000,28
chr1,156279000,156279500,32.2
chr1,156279500,156280000,32.8
chr1,156280000,156280500,30.1
chr1,156280500,156281000,31.8
chr1,156281000,156281500,30.3
chr1,156281500,156282000,27.5
chr1,156282000,156282500,27.5
chr1,156282500,156283000,30.3
chr1,156283000,156283500,30
chr1,156283500,156284000,28.5
chr1,156284000,156284500,32
chr1,156284500,156285000,31.6
chr1,156285000,156285500,31.2
chr1,156285500,156286000,31.8
chr1,156286000,156286500,31.5
chr1,156286500,156287000,29.1
chr1,156287000,156287500,30.3
chr1,156287500,156288000,32.4
chr1,156288000,156288500,28.3
chr1,156288500,156289000,31.2
chr1,156289000,156289500,29.3
chr1,156289500,156290000,32.8
chr1,156290000,156290500,28.2
chr1,156290500,156291000,32.1
chr1,156291000,156291500,29.1
chr1,156291500,156292000,28.7
chr1,156292000,156292500,28
chr1,156292500,156293000,32.9
chr1,156293000,156293500,30
chr1,156293500,156294000,29.3
chr1,156294000,156294500,27.8
chr1,156294500,156295000,29.2
chr1,156295000,156295500,30.1
chr1,156295500,156296000,33
chr1,156296000,156296500,27.7
chr1,156296500,156297000,30
chr1,156297000,156297500,30.8
chr1,156297500,156298000,31.1
chr1,156298000,156298500,27.4
chr1,156298500,156299000,31.3
chr1,156299000,156299500,30.3
chr1,156299500,156300000,32.3
chr1,156300000,156300500,31.9
chr1,156300500,156301000,29.7
chr1,156301000,156301500,30
chr1,156301500,156302000,28.5
chr1,156302000,156302500,28.5
chr1,156302500,156303000,32.8
chr1,156303000,156303500,29.8
chr1,156303500,156304000,27.8
chr1,156304000,156304500,30.2
chr1,156304500,156305000,32.1
chr1,156305000,156305500,32.5
chr1,156305500,156306000,29
chr1,156306000,156306500,28.4
chr1,156306500,156307000,30
chr1,156307000,156307500,30
chr1,156307500,156308000,32.8
chr1,156308000,156308500,28.5
chr1,156308500,156309000,31.9
chr1,156309000,156309500,27.4
chr1,156309500,156310000,29.4
chr1,156310000,156310500,30.5
chr1,156310500,156311000,31.8
chr1,156311000,156311500,29.9
chr1,156311500,156312000,32.7
chr1,156312000,156312500,32.9
chr1,156312500,156313000,30
chr1,156313000,156313500,32.9
chr1,156313500,156314000,28.8
chr1,156314000,156314500,32.7
chr1,156314500,156315000,28.4
chr1,156315000,156315500,30.6
chr1,156315500,156316000,27
chr1,156316000,156316500,32.3
chr1,156316500,156317000,28.5
chr1,156317000,156317500,28.6
chr1,156317500,156318000,28.3
chr1,156318000,156318500,30.9
chr1,156318500,156319000,30.1
chr1,156319000,156319500,33
chr1,156319500,156320000,29.1
chr1,156320000,156320500,31.7
chr1,156320500,156321000,32
chr1,156321000,156321500,32.7
chr1,156321500,156322000,32.1
chr1,156322000,156322500,31.3
chr1,156322500,156323000,31.2
chr1,156323000,156323500,32.9
chr1,156323500,156324000,30.1
chr1,156324000,156324500,31.7
chr1,156324500,156325000,28.9
chr1,156325000,156325500,30
chr1,156325500,156326000,32.3
chr1,156326000,156326500,32.1
chr1,156326500,156327000,29
chr1,156327000,156327500,30.7
chr1,156327500,156328000,29.8
chr1,156328000,156328500,27.2
chr1,156328500,156329000,32.2
chr1,156329000,156329500,32.3
chr1,156329500,156330000,29.5
chr1,156330000,156330500,30.5
chr1,156330500,156331000,31.2
chr1,156331000,156331500,32.6
chr1,156331500,156332000,28.6
chr1,156332000,156332500,32.9
chr1,156332500,156333000,29.3
chr1,156333000,156333500,31.8
chr1,156333500,156334000,27.7
chr1,156334000,156334500,27.6
chr1,156334500,156335000,31.4
chr1,156335000,156335500,31.6
chr1,156335500,156336000,27.7
chr1,156336000,156336500,29.3
chr1,156336500,156337000,30.6
chr1,156337000,156337500,29.7
chr1,156337500,156338000,27.8
chr1,156338000,156338500,32.4
chr1,156338500,156339000,27.9
chr1,156339000,156339500,32.4
chr1,156339500,156340000,28
chr1,156340000,156340500,30.3
chr1,156340500,156341000,28.7
chr1,156341000,156341500,32.8
chr1,156341500,156342000,30.3
chr1,156342000,156342500,29.4
chr1,156342500,156343000,31.7
chr1,156343000,156343500,31.8
chr1,156343500,156344000,30.5
chr1,156344000,156344500,32.1
chr1,156344500,156345000,27.3
chr1,156345000,156345500,29
chr1,156345500,156346000,28.9
chr1,156346000,156346500,27.8
chr1,156346500,156347000,27.5
chr1,156347000,156347500,30.9
chr1,156347500,156348000,28.5
chr1,156348000,156348500,29.2
chr1,156348500,156349000,28.3
chr1,156349000,156349500,28.9
chr1,156349500,156350000,28.6
chr1,156350000,156350500,27.5
chr1,156350500,156351000,31
chr1,156351000,156351500,32.7
chr1,156351500,156352000,28.1
chr1,156352000,156352500,30.8
chr1,156352500,156353000,27.6
chr1,156353000,156353500,31.3
chr1,156353500,156354000,30.8
chr1,156354000,156354500,32.2
chr1,156354500,156355000,32.4
chr1,156355000,156355500,27.6
chr1,156355500,156356000,32.1
chr1,156356000,156356500,31.9
chr1,156356500,156357000,32.4
chr1,156357000,156357500,30.9
chr1,156357500,156358000,29.6
chr1,156358000,156358500,30.4
chr1,156358500,156359000,30.3
chr1,156359000,156359500,29.7
chr1,156359500,156360000,28
chr1,156360000,156360500,32.5
chr1,156360500,156361000,30.9
chr1,156361000,156361500,27.2
chr1,156361500,156362000,31.9
chr1,156362000,156362500,29.9
chr1,156362500,156363000,29.2
chr1,156363000,156363500,30
chr1,156363500,156364000,29.2
chr1,156364000,156364500,32
chr1,156364500,156365000,29.7
chr1,156365000,156365500,31
chr1,156365500,156366000,27.5
chr1,156366000,156366500,31.8
chr1,156366500,156367000,32.1
chr1,156367000,156367500,30.9
chr1,156367500,156368000,30.7
chr1,156368000,156368500,30
chr1,156368500,156369000,28.6
chr1,156369000,156369500,32.4
chr1,156369500,156370000,32.4
chr1,156370000,156370500,27.4
chr1,156370500,156371000,29.3
chr1,156371000,156371500,29
chr1,156371500,156372000,29.2
chr1,156372000,156372500,27.6
chr1,156372500,156373000,30.7
chr1,156373000,156373500,29.3
chr1,156373500,156374000,27.6
chr1,156374000,156374500,31.8
chr1,156374500,156375000,30.9
chr1,156375000,156375500,29.7
chr1,156375500,156376000,32.9
chr1,156376000,156376500,32.2
chr1,156376500,156377000,28.7
chr1,156377000,156377500,29.2
chr1,156377500,156378000,29.6
chr1,156378000,156378500,32.8
chr1,156378500,156379000,30.2
chr1,156379000,156379500,28.5
chr1,156379500,156380000,29.6
chr1,156380000,156380500,30.3
chr1,156380500,156381000,31.6
chr1,156381000,156381500,32.9
chr1,156381500,156382000,31.5
chr1,156382000,156382500,27.2
chr1,156382500,156383000,32.4
chr1,156383000,156383500,31.9
chr1,156383500,156384000,29.9
chr1,156384000,156384500,29.2
chr1,156384500,156385000,28.1
chr1,156385000,156385500,28.4
chr1,156385500,156386000,31.7
chr1,156386000,156386500,32.2
chr1,156386500,156387000,32.6
chr1,156387000,156387500,32.1
chr1,156387500,156388000,30
chr1,156388000,156388500,27.5
chr1,156388500,156389000,31.2
chr1,156389000,156389500,32.7
chr1,156389500,156390000,32.8
chr1,156390000,156390500,32.2
chr1,156390500,156391000,27.9
chr1,156391000,156391500,30.5
chr1,156391500,156392000,27.6
chr1,156392000,156392500,29.9
chr1,156392500,156393000,29
chr1,156393000,156393500,30.6
chr1,156393500,156394000,32.3
chr1,156394000,156394500,28.6
chr1,156394500,156395000,31.4
chr1,156395000,156395500,32.7
chr1,156395500,156396000,32.5
chr1,156396000,156396500,27.8
chr1,156396500,156397000,30.8
chr1,156397000,156397500,28.4
chr1,156397500,156398000,30.3
chr1,156398000,156398500,27.4
chr1,156398500,156399000,27.8
chr1,156399000,156399500,31.1
chr1,156399500,156400000,31.1
chr1,156400000,156400500,29.2
chr1,156400500,156401000,28.6
chr1,156401000,156401500,29.6
chr1,156401500,156402000,30
chr1,156402000,156402500,29.8
chr1,156402500,156403000,31
chr1,156403000,156403500,28.7
chr1,156403500,156404000,28.7
chr1,156404000,156404500,32.3
chr1,156404500,156405000,32.8
chr1,156405000,156405500,31
chr1,156405500,156406000,29.3
chr1,156406000,156406500,29.4
chr1,156406500,156407000,29.2
chr1,156407000,156407500,30.8
chr1,156407500,156408000,27.1
chr1,156408000,156408500,32.7
chr1,156408500,156409000,32.5
chr1,156409000,156409500,29.2
chr1,156409500,156410000,30.9
chr1,156410000,156410500,29.8
chr1,156410500,156411000,30.1
chr1,156411000,156411500,29.5
chr1,156411500,156412000,30.1
chr1,156412000,156412500,28.4
chr1,156412500,156413000,32.2
chr1,156413000,156413500,28.2
chr1,156413500,156414000,32
chr1,156414000,156414500,27.2
chr1,156414500,156415000,31.3
chr1,156415000,156415500,32.7
chr1,156415500,156416000,30.9
chr1,156416000,156416500,32.1
chr1,156416500,156417000,30.4
chr1,156417000,156417500,31.2
chr1,156417500,156418000,29.7
chr1,156418000,156418500,31.7
chr1,156418500,156419000,31.2
chr1,156419000,156419500,27.1
chr1,156419500,156420000,30
chr1,156420000,156420500,32.5
chr1,156420500,156421000,27.5
chr1,156421000,156421500,29.7
chr1,156421500,156422000,29.9
chr1,156422000,156422500,31.9
chr1,156422500,156423000,28.8
chr1,156423000,156423500,31.1
chr1,156423500,156424000,31.6
chr1,156424000,156424500,31.1
chr1,156424500,156425000,29.1
chr1,156425000,156425500,32.6
chr1,156425500,156426000,27.5
chr1,156426000,156426500,31.7
chr1,156426500,156427000,31.7
chr1,156427000,156427500,33
chr1,156427500,156428000,27.3
